Titre de tracé : Inkerman
"#,""Date Heure, GMT-03:00"",""Pres. abs., kPa (LGR S/N: 22063140, SEN S/N: 22063140)"",""Temp., °C (LGR S/N: 22063140, SEN S/N: 22063140)"",""Coupleur détaché (LGR S/N: 22063140)"",""Coupleur attaché (LGR S/N: 22063140)"",""Hôte connecté (LGR S/N: 22063140)"",""Arrêté (LGR S/N: 22063140)"",""Fin de fichier (LGR S/N: 22063140)"""
1,05/21/25 09:00:00 AM,102.107,21.187,Enregistré,,,,
2,05/21/25 10:00:00 AM,102.129,20.710,,,,,
3,05/21/25 11:00:00 AM,102.156,20.424,,,,,
4,05/21/25 12:00:00 PM,102.212,20.329,,,,,
5,05/21/25 01:00:00 PM,102.212,20.329,,,,,
6,05/21/25 02:00:00 PM,102.235,20.329,,,,,
7,05/21/25 03:00:00 PM,102.179,20.424,,,,,
8,05/21/25 04:00:00 PM,102.144,20.424,,,,,
9,05/21/25 05:00:00 PM,102.138,20.615,,,,,
10,05/21/25 06:00:00 PM,102.120,20.805,,,,,
11,05/21/25 07:00:00 PM,102.140,21.569,,,,,
12,05/21/25 08:00:00 PM,102.137,22.333,,,,,
13,05/21/25 09:00:00 PM,102.177,22.525,,,,,
14,05/21/25 10:00:00 PM,102.189,22.525,,,,,
15,05/21/25 11:00:00 PM,102.209,22.429,,,,,
16,05/22/25 12:00:00 AM,102.216,22.238,,,,,
17,05/22/25 01:00:00 AM,102.246,22.046,,,,,
18,05/22/25 02:00:00 AM,102.215,21.760,,,,,
19,05/22/25 03:00:00 AM,102.175,21.569,,,,,
20,05/22/25 04:00:00 AM,102.167,21.282,,,,,
21,05/22/25 05:00:00 AM,102.160,20.996,,,,,
22,05/22/25 06:00:00 AM,102.164,20.710,,,,,
23,05/22/25 07:00:00 AM,102.179,20.424,,,,,
24,05/22/25 08:00:00 AM,102.192,20.043,,,,,
25,05/22/25 09:00:00 AM,102.263,19.662,,,,,
26,05/22/25 10:00:00 AM,102.282,19.472,,,,,
27,05/22/25 11:00:00 AM,102.314,19.377,,,,,
28,05/22/25 12:00:00 PM,102.311,19.282,,,,,
29,05/22/25 01:00:00 PM,102.302,19.377,,,,,
30,05/22/25 02:00:00 PM,102.258,19.472,,,,,
31,05/22/25 03:00:00 PM,102.240,19.662,,,,,
32,05/22/25 04:00:00 PM,102.206,20.138,,,,,
33,05/22/25 05:00:00 PM,102.201,20.805,,,,,
34,05/22/25 06:00:00 PM,102.194,21.855,,,,,
35,05/22/25 07:00:00 PM,102.173,22.812,,,,,
36,05/22/25 08:00:00 PM,102.172,23.677,,,,,
37,05/22/25 09:00:00 PM,102.142,23.869,,,,,
38,05/22/25 10:00:00 PM,102.163,23.773,,,,,
39,05/22/25 11:00:00 PM,102.111,23.581,,,,,
40,05/23/25 12:00:00 AM,102.092,23.292,,,,,
41,05/23/25 01:00:00 AM,102.012,22.908,,,,,
42,05/23/25 02:00:00 AM,102.005,22.621,,,,,
43,05/23/25 03:00:00 AM,101.948,22.238,,,,,
44,05/23/25 04:00:00 AM,101.833,21.855,,,,,
45,05/23/25 05:00:00 AM,101.791,21.569,,,,,
46,05/23/25 06:00:00 AM,101.804,21.187,,,,,
47,05/23/25 07:00:00 AM,101.784,20.901,,,,,
48,05/23/25 08:00:00 AM,101.786,20.519,,,,,
49,05/23/25 09:00:00 AM,101.717,20.138,,,,,
50,05/23/25 10:00:00 AM,101.721,19.853,,,,,
51,05/23/25 11:00:00 AM,101.716,19.662,,,,,
52,05/23/25 12:00:00 PM,101.816,19.472,,,,,
53,05/23/25 01:00:00 PM,101.636,19.282,,,,,
54,05/23/25 02:00:00 PM,101.447,19.187,,,,,
55,05/23/25 03:00:00 PM,101.398,19.092,,,,,
56,05/23/25 04:00:00 PM,101.291,18.996,,,,,
57,05/23/25 05:00:00 PM,101.244,18.996,,,,,
58,05/23/25 06:00:00 PM,101.183,18.901,,,,,
59,05/23/25 07:00:00 PM,101.114,18.901,,,,,
60,05/23/25 08:00:00 PM,101.067,18.901,,,,,
61,05/23/25 09:00:00 PM,101.009,18.901,,,,,
62,05/23/25 10:00:00 PM,100.995,18.806,,,,,
63,05/23/25 11:00:00 PM,100.946,18.711,,,,,
64,05/24/25 12:00:00 AM,100.850,18.616,,,,,
65,05/24/25 01:00:00 AM,100.824,18.521,,,,,
66,05/24/25 02:00:00 AM,100.731,18.521,,,,,
67,05/24/25 03:00:00 AM,100.717,18.426,,,,,
68,05/24/25 04:00:00 AM,100.728,18.426,,,,,
69,05/24/25 05:00:00 AM,100.644,18.331,,,,,
70,05/24/25 06:00:00 AM,100.621,18.331,,,,,
71,05/24/25 07:00:00 AM,100.653,18.236,,,,,
72,05/24/25 08:00:00 AM,100.662,18.140,,,,,
73,05/24/25 09:00:00 AM,100.697,18.140,,,,,
74,05/24/25 10:00:00 AM,100.697,18.140,,,,,
75,05/24/25 11:00:00 AM,100.688,18.236,,,,,
76,05/24/25 12:00:00 PM,100.702,18.331,,,,,
77,05/24/25 01:00:00 PM,100.670,18.426,,,,,
78,05/24/25 02:00:00 PM,100.705,18.426,,,,,
79,05/24/25 03:00:00 PM,100.696,18.521,,,,,
80,05/24/25 04:00:00 PM,100.719,18.521,,,,,
81,05/24/25 05:00:00 PM,100.743,18.521,,,,,
82,05/24/25 06:00:00 PM,100.758,17.379,,,,,
83,05/24/25 07:00:00 PM,100.795,15.760,,,,,
84,05/24/25 08:00:00 PM,100.813,14.325,,,,,
85,05/24/25 09:00:00 PM,100.800,13.076,,,,,
86,05/24/25 10:00:00 PM,100.848,11.916,,,,,
87,05/24/25 11:00:00 PM,100.832,10.944,,,,,
88,05/25/25 12:00:00 AM,100.817,10.063,,,,,
89,05/25/25 01:00:00 AM,100.820,9.373,,,,,
90,05/25/25 02:00:00 AM,100.823,8.680,,,,,
91,05/25/25 03:00:00 AM,100.831,8.182,,,,,
92,05/25/25 04:00:00 AM,100.793,7.682,,,,,
93,05/25/25 05:00:00 AM,100.793,7.280,,,,,
94,05/25/25 06:00:00 AM,100.850,6.877,,,,,
95,05/25/25 07:00:00 AM,100.910,6.573,,,,,
96,05/25/25 08:00:00 AM,100.945,6.573,,,,,
97,05/25/25 09:00:00 AM,101.006,6.674,,,,,
98,05/25/25 10:00:00 AM,101.016,6.978,,,,,
99,05/25/25 11:00:00 AM,101.227,10.944,,,,,
100,05/25/25 12:00:00 PM,101.277,12.690,,,,,
101,05/25/25 01:00:00 PM,101.344,14.613,,,,,
102,05/25/25 02:00:00 PM,101.184,15.951,,,,,
103,05/25/25 03:00:00 PM,101.211,16.523,,,,,
104,05/25/25 04:00:00 PM,101.242,16.808,,,,,
105,05/25/25 05:00:00 PM,101.290,16.427,,,,,
106,05/25/25 06:00:00 PM,101.304,15.664,,,,,
107,05/25/25 07:00:00 PM,101.317,14.900,,,,,
108,05/25/25 08:00:00 PM,101.359,14.325,,,,,
109,05/25/25 09:00:00 PM,101.369,13.461,,,,,
110,05/25/25 10:00:00 PM,101.385,12.401,,,,,
111,05/25/25 11:00:00 PM,101.325,11.528,,,,,
112,05/26/25 12:00:00 AM,101.314,10.748,,,,,
113,05/26/25 01:00:00 AM,101.337,9.965,,,,,
114,05/26/25 02:00:00 AM,101.328,9.275,,,,,
115,05/26/25 03:00:00 AM,101.337,8.779,,,,,
116,05/26/25 04:00:00 AM,101.368,8.282,,,,,
117,05/26/25 05:00:00 AM,101.385,7.682,,,,,
118,05/26/25 06:00:00 AM,101.460,7.079,,,,,
119,05/26/25 07:00:00 AM,101.714,6.674,,,,,
120,05/26/25 08:00:00 AM,101.735,9.669,,,,,
121,05/26/25 09:00:00 AM,101.785,13.365,,,,,
122,05/26/25 10:00:00 AM,101.805,17.379,,,,,
123,05/26/25 11:00:00 AM,101.845,20.996,,,,,
124,05/26/25 12:00:00 PM,101.842,23.966,,,,,
125,05/26/25 01:00:00 PM,101.868,25.902,,,,,
126,05/26/25 02:00:00 PM,101.865,27.173,,,,,
127,05/26/25 03:00:00 PM,101.872,27.468,,,,,
128,05/26/25 04:00:00 PM,101.654,28.060,,,,,
129,05/26/25 05:00:00 PM,101.798,32.086,,,,,
130,05/26/25 06:00:00 PM,101.746,28.953,,,,,
131,05/26/25 07:00:00 PM,101.567,27.862,,,,,
132,05/26/25 08:00:00 PM,101.634,26.781,,,,,
133,05/26/25 09:00:00 PM,101.645,26.292,,,,,
134,05/26/25 10:00:00 PM,101.700,25.708,,,,,
135,05/26/25 11:00:00 PM,101.699,25.222,,,,,
136,05/27/25 12:00:00 AM,101.696,24.641,,,,,
137,05/27/25 01:00:00 AM,101.693,24.062,,,,,
138,05/27/25 02:00:00 AM,101.689,23.484,,,,,
139,05/27/25 03:00:00 AM,101.700,23.004,,,,,
140,05/27/25 04:00:00 AM,101.699,22.525,,,,,
141,05/27/25 05:00:00 AM,101.712,22.142,,,,,
142,05/27/25 06:00:00 AM,101.761,21.760,,,,,
143,05/27/25 07:00:00 AM,101.846,21.473,,,,,
144,05/27/25 08:00:00 AM,101.906,21.091,,,,,
145,05/27/25 09:00:00 AM,101.933,20.805,,,,,
146,05/27/25 10:00:00 AM,101.963,20.615,,,,,
147,05/27/25 11:00:00 AM,101.926,20.519,,,,,
148,05/27/25 12:00:00 PM,101.907,20.710,,,,,
149,05/27/25 01:00:00 PM,101.901,20.901,,,,,
150,05/27/25 02:00:00 PM,101.888,21.282,,,,,
151,05/27/25 03:00:00 PM,101.915,21.855,,,,,
152,05/27/25 04:00:00 PM,101.851,22.525,,,,,
153,05/27/25 05:00:00 PM,101.827,23.388,,,,,
154,05/27/25 06:00:00 PM,101.782,24.351,,,,,
155,05/27/25 07:00:00 PM,101.732,25.125,,,,,
156,05/27/25 08:00:00 PM,101.691,27.665,,,,,
157,05/27/25 09:00:00 PM,101.659,26.879,,,,,
158,05/27/25 10:00:00 PM,101.663,24.738,,,,,
159,05/27/25 11:00:00 PM,101.641,22.525,,,,,
160,05/28/25 12:00:00 AM,101.576,20.519,,,,,
161,05/28/25 01:00:00 AM,101.548,18.616,,,,,
162,05/28/25 02:00:00 AM,101.533,16.808,,,,,
163,05/28/25 03:00:00 AM,101.514,15.282,,,,,
164,05/28/25 04:00:00 AM,101.488,13.942,,,,,
165,05/28/25 05:00:00 AM,101.469,12.883,,,,,
